Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
55448207,09/17/2022 04:49:21 AM,09/17/2022 05:07:52 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11434,115-28 BEDELL STREET,BEDELL STREET,115 ROAD,116 AVENUE,115 ROAD,116 AVENUE,ADDRESS,JAMAICA,BEDELL STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 05:07:58 AM,12 QUEENS,QUEENS,1043626,189777,Unspecified,QUEENS,,,,,,,,40.68737163562411,-73.78590364680184,"(40.68737163562411, -73.78590364680184)"
55442281,09/17/2022 04:53:52 AM,09/17/2022 05:18:13 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,609 WEST  161 STREET,WEST  161 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  161 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 05:18:18 AM,12 MANHATTAN,MANHATTAN,999875,244140,Unspecified,MANHATTAN,,,,,,,,40.8367693868806,-73.94353334046437,"(40.8367693868806, -73.94353334046437)"
55449905,09/17/2022 04:57:58 AM,09/17/2022 05:19:23 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11103,41 STREET,41 STREET,41 STREET,BROADWAY,41 STREET,BROADWAY,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 05:19:30 AM,01 QUEENS,QUEENS,1006911,215666,Unspecified,QUEENS,,,,,,,,40.75860079169862,-73.91820227877496,"(40.75860079169862, -73.91820227877496)"
55440770,09/17/2022 05:11:24 AM,09/17/2022 06:06:14 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11237,1009 HART STREET,HART STREET,WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,ADDRESS,BROOKLYN,HART STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 06:06:19 AM,04 BROOKLYN,BROOKLYN,1006660,196336,Unspecified,BROOKLYN,,,,,,,,40.70554534942214,-73.91917267582234,"(40.70554534942214, -73.91917267582234)"
55439050,09/17/2022 05:22:12 AM,09/17/2022 06:23:41 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11434,115-28 BEDELL STREET,BEDELL STREET,115 ROAD,116 AVENUE,115 ROAD,116 AVENUE,ADDRESS,JAMAICA,BEDELL STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 06:23:45 AM,12 QUEENS,QUEENS,1043626,189777,Unspecified,QUEENS,,,,,,,,40.68737163562411,-73.78590364680184,"(40.68737163562411, -73.78590364680184)"
55446703,09/17/2022 05:24:07 AM,09/17/2022 06:17:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11209,6903 3 AVENUE,3 AVENUE,JODY TEPEDINO 9/11 MEM WAY,S YASMIN & N HAQUE MEMORIAL WAY,JODY TEPEDINO 9/11 MEM WAY,S YASMIN & N HAQUE MEMORIAL WAY,ADDRESS,BROOKLYN,3 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 06:17:29 AM,10 BROOKLYN,BROOKLYN,977010,170842,Unspecified,BROOKLYN,,,,,,,,40.63559544543669,-74.02608551305751,"(40.63559544543669, -74.02608551305751)"
55440779,09/17/2022 05:48:56 AM,09/17/2022 06:40:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11221,178 SUYDAM STREET,SUYDAM STREET,CENTRAL AVENUE,LUZ YOLANDA COCA WAY,CENTRAL AVENUE,LUZ YOLANDA COCA WAY,ADDRESS,BROOKLYN,SUYDAM STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 06:40:13 AM,04 BROOKLYN,BROOKLYN,1004750,194213,Unspecified,BROOKLYN,,,,,,,,40.69972284575489,-73.92606803234146,"(40.69972284575489, -73.92606803234146)"
55440618,09/17/2022 05:49:47 AM,09/17/2022 06:17:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10459,858 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,OFFICER THOMAS P RUOTOLO CORNER,TIFFANY STREET,OFFICER THOMAS P RUOTOLO CORNER,TIFFANY STREET,ADDRESS,BRONX,SOUTHERN BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 06:17:12 AM,02 BRONX,BRONX,1013451,237302,Unspecified,BRONX,,,,,,,,40.817966586502905,-73.89450129091743,"(40.817966586502905, -73.89450129091743)"
55440616,09/17/2022 05:50:51 AM,09/17/2022 06:16:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11233,699 MAC DONOUGH STREET,MAC DONOUGH STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,MAC DONOUGH STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/17/2022 06:16:22 AM,03 BROOKLYN,BROOKLYN,1006855,188457,Unspecified,BROOKLYN,,,,,,,,40.683918834474255,-73.91849580042603,"(40.683918834474255, -73.91849580042603)"
55449906,09/17/2022 06:10:15 AM,09/17/2022 06:53:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11206,200 LEONARD STREET,LEONARD STREET,FATHER A SEPE CORNER,GRAND STREET,FATHER A SEPE CORNER,GRAND STREET,ADDRESS,BROOKLYN,LEONARD STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/17/2022 06:53:40 AM,01 BROOKLYN,BROOKLYN,998895,198320,Unspecified,BROOKLYN,,,,,,,,40.71100721781197,-73.94717478534287,"(40.71100721781197, -73.94717478534287)"
55448210,09/17/2022 06:59:01 AM,09/17/2022 07:33:19 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11203,5216 BEVERLEY ROAD,BEVERLEY ROAD,EAST   52 STREET,EAST   53 STREET,EAST   52 STREET,EAST   53 STREET,ADDRESS,BROOKLYN,BEVERLEY ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 07:33:25 AM,17 BROOKLYN,BROOKLYN,1004340,174803,Unspecified,BROOKLYN,,,,,,,,40.646447713644434,-73.92760452388208,"(40.646447713644434, -73.92760452388208)"
55439186,09/17/2022 07:08:50 AM,09/17/2022 07:17:14 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10040,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  192 STREET,ST NICHOLAS AVENUE,WEST  192 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 07:17:19 AM,12 MANHATTAN,MANHATTAN,1003970,251215,Unspecified,MANHATTAN,,,,,,,,40.85617997928327,-73.92871375698074,"(40.85617997928327, -73.92871375698074)"
55442283,09/17/2022 07:20:24 AM,09/17/2022 08:47:58 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11205,191 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,RYERSON STREET,GRAND AVENUE,RYERSON STREET,GRAND AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 08:48:02 AM,02 BROOKLYN,BROOKLYN,994143,191404,Unspecified,BROOKLYN,,,,,,,,40.692031008750604,-73.96432563352576,"(40.692031008750604, -73.96432563352576)"
55448208,09/17/2022 08:12:00 AM,09/17/2022 10:15:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11226,2138 CATON AVENUE,CATON AVENUE,DR ROY HASTICK SR WAY,BEDFORD AVENUE,DR ROY HASTICK SR WAY,BEDFORD AVENUE,ADDRESS,BROOKLYN,CATON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 10:16:03 AM,14 BROOKLYN,BROOKLYN,995635,177162,Unspecified,BROOKLYN,,,,,,,,40.65293812469512,-73.95896950638667,"(40.65293812469512, -73.95896950638667)"
55443876,09/17/2022 08:58:46 AM,09/17/2022 10:07:42 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,3500 BROADWAY,BROADWAY,WEST  143 STREET,WEST  144 STREET,WEST  143 STREET,WEST  144 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/17/2022 10:07:46 AM,09 MANHATTAN,MANHATTAN,997724,239933,Unspecified,MANHATTAN,,,,,,,,40.82522592469035,-73.95131521477316,"(40.82522592469035, -73.95131521477316)"
55442271,09/17/2022 09:05:29 AM,09/17/2022 09:52:03 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10460,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,HOE AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/17/2022 09:52:09 AM,03 BRONX,BRONX,1015446,244002,Unspecified,BRONX,,,,,,,,40.83634934042209,-73.88726251817741,"(40.83634934042209, -73.88726251817741)"
55446306,09/17/2022 09:07:03 AM,09/17/2022 08:51:11 PM,NYPD,New York City Police Department,Noise - House of Worship,Loud Talking,House of Worship,10457,627 EAST  180 STREET,EAST  180 STREET,REV ABNER BERNARD DUNCAN WAY,HUGHES AVENUE,REV ABNER BERNARD DUNCAN WAY,HUGHES AVENUE,ADDRESS,BRONX,EAST  180 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 08:51:17 PM,06 BRONX,BRONX,1014446,248660,Unspecified,BRONX,,,,,,,,40.84913765413515,-73.89085538454809,"(40.84913765413515, -73.89085538454809)"
55446322,09/17/2022 09:23:39 AM,09/17/2022 10:26:07 AM,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11102,24-02 19 STREET,19 STREET,24 AVENUE,24 ROAD,24 AVENUE,24 ROAD,ADDRESS,ASTORIA,19 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 10:26:11 AM,01 QUEENS,QUEENS,1005632,222482,Unspecified,QUEENS,,,,,,,,40.777312121014575,-73.92279730348663,"(40.777312121014575, -73.92279730348663)"
55445382,09/17/2022 09:26:44 AM,09/17/2022 09:55:17 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10460,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,HOE AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/17/2022 09:55:20 AM,03 BRONX,BRONX,1015446,244002,Unspecified,BRONX,,,,,,,,40.83634934042209,-73.88726251817741,"(40.83634934042209, -73.88726251817741)"
55446836,09/17/2022 09:35:34 AM,09/17/2022 09:55:58 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10460,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,HOE AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/17/2022 09:56:04 AM,03 BRONX,BRONX,1015446,244002,Unspecified,BRONX,,,,,,,,40.83634934042209,-73.88726251817741,"(40.83634934042209, -73.88726251817741)"
55442126,09/17/2022 09:39:45 AM,09/17/2022 05:55:34 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10469,3029 WICKHAM AVENUE,WICKHAM AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADDRESS,BRONX,WICKHAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 05:55:39 PM,12 BRONX,BRONX,1028900,256823,Unspecified,BRONX,,,,,,,,40.87148133426574,-73.83855655984594,"(40.87148133426574, -73.83855655984594)"
55442130,09/17/2022 09:44:13 AM,09/17/2022 10:35:52 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11377,35-58 65 STREET,65 STREET,BROADWAY,37 AVENUE,BROADWAY,37 AVENUE,ADDRESS,WOODSIDE,65 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 10:35:56 AM,02 QUEENS,QUEENS,1012611,212237,Unspecified,QUEENS,,,,,,,,40.74917261701048,-73.89764189393175,"(40.74917261701048, -73.89764189393175)"
55445381,09/17/2022 09:55:41 AM,09/17/2022 09:58:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10460,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,HOE AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/17/2022 09:58:09 AM,03 BRONX,BRONX,1015446,244002,Unspecified,BRONX,,,,,,,,40.83634934042209,-73.88726251817741,"(40.83634934042209, -73.88726251817741)"
55449909,09/17/2022 10:08:31 AM,09/17/2022 10:36:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11203,5201 BEVERLEY ROAD,BEVERLEY ROAD,EAST   52 STREET,EAST   53 STREET,EAST   52 STREET,EAST   53 STREET,ADDRESS,BROOKLYN,BEVERLEY ROAD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,09/17/2022 10:36:21 AM,17 BROOKLYN,BROOKLYN,1004309,174806,Unspecified,BROOKLYN,,,,,,,,40.64645601826129,-73.92771622520219,"(40.64645601826129, -73.92771622520219)"
55440615,09/17/2022 11:07:26 AM,09/17/2022 12:15:11 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11220,545 60 STREET,60 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,60 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 12:15:17 PM,07 BROOKLYN,BROOKLYN,980049,172034,Unspecified,BROOKLYN,,,,,,,,40.63886919389447,-74.01513682535126,"(40.63886919389447, -74.01513682535126)"
55443868,09/17/2022 11:21:15 AM,09/17/2022 11:44:55 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10035,2031 5 AVENUE,5 AVENUE,FREDERICA L TEER SQUARE,EAST  126 STREET,FREDERICA L TEER SQUARE,EAST  126 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 11:45:00 AM,11 MANHATTAN,MANHATTAN,1000311,233215,Unspecified,MANHATTAN,,,,,,,,40.806782575523485,-73.94198384406734,"(40.806782575523485, -73.94198384406734)"
55439185,09/17/2022 11:23:46 AM,09/17/2022 11:38:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10025,801 WEST END AVENUE,WEST END AVENUE,WEST   99 STREET,WEST  100 STREET,WEST   99 STREET,WEST  100 STREET,ADDRESS,NEW YORK,WEST END AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/17/2022 11:38:50 AM,07 MANHATTAN,MANHATTAN,992091,229781,Unspecified,MANHATTAN,,,,,,,,40.79736830568546,-73.97168044825855,"(40.79736830568546, -73.97168044825855)"
55439046,09/17/2022 11:25:03 AM,09/17/2022 04:40:16 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10462,2179 MATTHEWS AVENUE,MATTHEWS AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,MATTHEWS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 04:40:22 PM,11 BRONX,BRONX,1022178,251165,Unspecified,BRONX,,,,,,,,40.85598329878383,-73.86289363917999,"(40.85598329878383, -73.86289363917999)"
55444840,09/17/2022 11:40:00 AM,09/17/2022 12:51:52 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11372,89-04 ROOSEVELT AVENUE,ROOSEVELT AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,JACKSON HEIGHTS,ROOSEVELT AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/17/2022 12:51:58 PM,04 QUEENS,QUEENS,1018177,211925,Unspecified,QUEENS,,,,,,,,40.74829665306714,-73.8775551587367,"(40.74829665306714, -73.8775551587367)"
55440620,09/17/2022 11:54:16 AM,09/17/2022 12:12:48 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10003,14 WASHINGTON PLACE,WASHINGTON PLACE,MERCER STREET,GREENE STREET,MERCER STREET,GREENE STREET,ADDRESS,NEW YORK,WASHINGTON PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/17/2022 12:12:52 PM,02 MANHATTAN,MANHATTAN,985617,205108,Unspecified,MANHATTAN,,,,,,,,40.729650656507005,-73.99506778647756,"(40.729650656507005, -73.99506778647756)"
55442285,09/17/2022 12:36:42 PM,09/17/2022 01:05:28 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10452,1403 GRAND CONCOURSE,GRAND CONCOURSE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,GRAND CONCOURSE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 01:05:33 PM,04 BRONX,BRONX,1008147,244946,Unspecified,BRONX,,,,,,,,40.83896311232895,-73.91363658344284,"(40.83896311232895, -73.91363658344284)"
55439051,09/17/2022 12:38:36 PM,09/17/2022 05:55:23 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10469,3647 PAULDING AVENUE,PAULDING AVENUE,EAST  214 STREET,EAST  215 STREET,EAST  214 STREET,EAST  215 STREET,ADDRESS,BRONX,PAULDING AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 05:55:29 PM,12 BRONX,BRONX,1024011,259180,Unspecified,BRONX,,,,,,,,40.87797394187749,-73.85621996174147,"(40.87797394187749, -73.85621996174147)"
55440777,09/17/2022 01:08:21 PM,09/17/2022 01:12:11 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11232,5 AVENUE,5 AVENUE,43 STREET,44 STREET,43 STREET,44 STREET,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 01:12:14 PM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
55449760,09/17/2022 01:13:26 PM,09/17/2022 05:55:04 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10469,3029 WICKHAM AVENUE,WICKHAM AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADDRESS,BRONX,WICKHAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 05:55:09 PM,12 BRONX,BRONX,1028900,256823,Unspecified,BRONX,,,,,,,,40.87148133426574,-73.83855655984594,"(40.87148133426574, -73.83855655984594)"
55446715,09/17/2022 01:45:56 PM,09/17/2022 02:55:12 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11694,115 BEACH  115 STREET,BEACH  115 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH  115 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/17/2022 02:55:15 PM,14 QUEENS,QUEENS,1029960,150133,Unspecified,QUEENS,,,,,,,,40.57863859514053,-73.83544852773566,"(40.57863859514053, -73.83544852773566)"
55443878,09/17/2022 01:53:32 PM,09/17/2022 03:57:38 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,3557 BROADWAY,BROADWAY,WEST  145 STREET,WEST  146 STREET,WEST  145 STREET,WEST  146 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/17/2022 03:58:04 PM,09 MANHATTAN,MANHATTAN,998050,240534,Unspecified,MANHATTAN,,,,,,,,40.826874995013064,-73.95013606290037,"(40.826874995013064, -73.95013606290037)"
